DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.12. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,
        Datum,    L,    K,   KR,   K15,   K30,   K60,  KR15,  KR30,  KR60,   L15,   L30,   L60,  batt
Units,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,
18.09. 15:30 ,  0.0,  0.0,  0.0, 22.62, 13.11, 33.29, 15.59, 14.16, 29.96, 27.86, 13.71, 19.36, 12.85
18.09. 16:00 ,  0.0,  0.0,  0.0, 22.62, 13.11, 33.26, 15.57, 14.16, 29.94, 27.86, 13.69, 19.34, 12.85
18.09. 16:30 ,  0.0,  0.0,  0.0, 22.62, 13.11, 33.26, 15.59, 14.16, 29.96, 27.86, 13.69, 19.34, 12.85
18.09. 17:00 ,  0.0,  0.0,  0.0, 22.60, 13.11, 33.26, 15.57, 14.13, 29.94, 27.84, 13.69, 19.36, 12.85
18.09. 17:30 ,  0.0,  0.0,  0.0, 22.60, 13.09, 33.26, 15.57, 14.13, 29.96, 27.84, 13.69, 19.34, 12.85
18.09. 18:00 ,  0.0,  0.0,  0.0, 22.60, 13.09, 33.26, 15.55, 14.13, 29.94, 27.84, 13.67, 19.34, 12.85
18.09. 18:30 ,  0.0,  0.0,  0.0, 22.57, 13.11, 33.26, 15.57, 14.13, 29.94, 27.81, 13.67, 19.34, 12.85
18.09. 19:00 ,  0.0,  0.0,  0.0, 22.57, 13.11, 33.29, 15.55, 14.13, 29.94, 27.81, 13.64, 19.32, 12.85
18.09. 19:30 ,  0.0,  0.0,  0.0, 22.57, 13.09, 33.26, 15.55, 14.13, 29.91, 27.79, 13.64, 19.32, 12.86
18.09. 20:00 ,  0.0,  0.0,  0.0, 22.57, 13.09, 33.26, 15.55, 14.13, 29.94, 27.78, 13.64, 19.32, 12.85
18.09. 20:30 ,  0.0,  0.0,  0.0, 22.57, 13.09, 33.26, 15.52, 14.11, 29.94, 27.78, 13.64, 19.32, 12.86
18.09. 21:00 ,  0.0,  0.0,  0.0, 22.57, 13.09, 33.26, 15.55, 14.13, 29.94, 27.79, 13.64, 19.32, 12.85
18.09. 21:30 ,  0.0,  0.0,  0.0, 22.55, 13.09, 33.26, 15.55, 14.11, 29.94, 27.79, 13.62, 19.34, 12.85
18.09. 22:00 ,  0.0,  0.0,  0.0, 22.55, 13.09, 33.26, 15.52, 14.13, 29.91, 27.78, 13.62, 19.32, 12.85
18.09. 22:30 ,  0.0,  0.0,  0.0, 22.55, 13.09, 33.26, 15.52, 14.13, 29.94, 27.76, 13.64, 19.34, 12.85
18.09. 23:00 ,  0.0,  0.0,  0.0, 22.53, 13.09, 33.26, 15.50, 14.09, 29.94, 27.76, 13.64, 19.32, 12.85
18.09. 23:30 ,  0.0,  0.0,  0.0, 22.55, 13.09, 33.26, 15.52, 14.11, 29.91, 27.76, 13.62, 19.29, 12.85
19.09. 00:00 ,  0.0,  0.0,  0.0, 22.53, 13.09, 33.23, 15.50, 14.11, 29.91, 27.76, 13.62, 19.29, 12.85
19.09. 00:30 ,  0.0,  0.0,  0.0, 22.55, 13.07, 33.29, 15.50, 14.11, 29.91, 27.76, 13.62, 19.29, 12.85
19.09. 01:00 ,  0.0,  0.0,  0.0, 22.53, 13.09, 33.23, 15.50, 14.11, 29.91, 27.76, 13.60, 19.32, 12.85
19.09. 01:30 ,  0.0,  0.0,  0.0, 22.53, 13.07, 33.23, 15.48, 14.11, 29.91, 27.73, 13.62, 19.29, 12.85
19.09. 02:00 ,  0.0,  0.0,  0.0, 22.53, 13.07, 33.23, 15.50, 14.11, 29.91, 27.76, 13.62, 19.32, 12.84
19.09. 02:30 ,  0.0,  0.0,  0.0, 22.53, 13.07, 33.23, 15.50, 14.11, 29.91, 27.73, 13.62, 19.29, 12.84
19.09. 03:00 ,  0.0,  0.0,  0.0, 22.50, 13.07, 33.23, 15.50, 14.09, 29.88, 27.76, 13.62, 19.29, 12.84
19.09. 03:30 ,  0.0,  0.0,  0.0, 22.50, 13.07, 33.26, 15.48, 14.09, 29.91, 27.73, 13.62, 19.29, 12.84
19.09. 04:00 ,  0.0,  0.0,  0.0, 22.50, 13.05, 33.26, 15.48, 14.11, 29.91, 27.73, 13.62, 19.29, 12.84
19.09. 04:30 ,  0.0,  0.0,  0.0, 22.50, 13.07, 33.23, 15.48, 14.09, 29.88, 27.76, 13.62, 19.27, 12.84
19.09. 05:00 ,  0.0,  0.0,  0.0, 22.48, 13.07, 33.23, 15.48, 14.09, 29.88, 27.76, 13.60, 19.27, 12.84
19.09. 05:30 ,  0.0,  0.0,  0.0, 22.48, 13.07, 33.23, 15.45, 14.09, 29.91, 27.73, 13.62, 19.27, 12.84
19.09. 06:00 ,  0.0,  0.0,  0.0, 22.48, 13.07, 33.26, 15.45, 14.09, 29.91, 27.73, 13.62, 19.27, 12.84
19.09. 06:30 ,  0.0,  0.0,  0.0, 22.48, 13.07, 33.23, 15.45, 14.07, 29.91, 27.73, 13.62, 19.27, 12.84
19.09. 07:00 ,  0.0,  0.0,  0.0, 22.48, 13.05, 33.23, 15.45, 14.09, 29.88, 27.73, 13.60, 19.27, 12.83
19.09. 07:30 ,  0.0,  0.0,  0.0, 22.50, 13.05, 33.23, 15.43, 14.07, 29.88, 27.71, 13.62, 19.27, 12.84
19.09. 08:00 ,  0.0,  0.0,  0.0, 22.46, 13.05, 33.20, 15.45, 14.09, 29.88, 27.73, 13.60, 19.27, 12.84
19.09. 08:30 ,  0.0,  0.0,  0.0, 22.48, 13.07, 33.20, 15.45, 14.09, 29.88, 27.71, 13.60, 19.27, 12.83
19.09. 09:00 ,  0.0,  0.0,  0.0, 22.46, 13.05, 33.23, 15.45, 14.07, 29.88, 27.71, 13.62, 19.25, 12.84
19.09. 09:30 ,  0.0,  0.0,  0.0, 22.46, 13.05, 33.23, 15.43, 14.07, 29.88, 27.73, 13.60, 19.25, 12.83
19.09. 10:00 ,  0.0,  0.0,  0.0, 22.46, 13.05, 33.20, 15.43, 14.07, 29.86, 27.73, 13.60, 19.25, 12.83
19.09. 10:30 ,  0.0,  0.0,  0.0, 22.46, 13.05, 33.23, 15.43, 14.07, 29.88, 27.71, 13.60, 19.25, 12.83
19.09. 11:00 ,  0.0,  0.0,  0.0, 22.43, 13.03, 33.23, 15.43, 14.07, 29.88, 27.71, 13.60, 19.27, 12.83
19.09. 11:30 ,  0.0,  0.0,  0.0, 22.43, 13.05, 33.23, 15.41, 14.07, 29.91, 27.71, 13.60, 19.25, 12.83
19.09. 12:00 ,  0.0,  0.0,  0.0, 22.43, 13.05, 33.20, 15.43, 14.07, 29.88, 27.71, 13.60, 19.25, 12.82
19.09. 12:30 ,  0.0,  0.0,  0.0, 22.43, 13.05, 33.20, 15.41, 14.07, 29.86, 27.71, 13.58, 19.22, 12.84
19.09. 13:00 ,  0.0,  0.0,  0.0, 22.41, 13.03, 33.23, 15.43, 14.07, 29.86, 27.71, 13.58, 19.22, 12.83
19.09. 13:30 ,  0.0,  0.0,  0.0, 22.43, 13.05, 33.20, 15.38, 14.05, 29.86, 27.68, 13.58, 19.22, 12.83
19.09. 14:00 ,  0.0,  0.0,  0.0, 22.41, 13.05, 33.23, 15.41, 14.05, 29.86, 27.68, 13.58, 19.25, 12.84
19.09. 14:30 ,  0.0,  0.0,  0.0, 22.41, 13.03, 33.20, 15.41, 14.05, 29.86, 27.66, 13.58, 19.25, 12.84
19.09. 15:00 ,  0.0,  0.0,  0.0, 22.41, 13.05, 33.20, 15.38, 14.03, 29.86, 27.68, 13.56, 19.22, 12.84
19.09. 15:30 ,  0.0,  0.0,  0.0, 22.39, 13.03, 33.20, 15.38, 14.05, 29.86, 27.66, 13.58, 19.22, 12.84
19.09. 16:00 ,  0.0,  0.0,  0.0, 22.39, 13.03, 33.23, 15.38, 14.03, 29.83, 27.66, 13.56, 19.25, 12.84
19.09. 16:30 ,  0.0,  0.0,  0.0, 22.39, 13.03, 33.20, 15.41, 14.03, 29.86, 27.63, 13.56, 19.22, 12.84
19.09. 17:00 ,  0.0,  0.0,  0.0, 22.39, 13.03, 33.20, 15.36, 14.03, 29.86, 27.63, 13.56, 19.22, 12.84
19.09. 17:30 ,  0.0,  0.0,  0.0, 22.41, 13.03, 33.20, 15.36, 14.03, 29.86, 27.63, 13.54, 19.22, 12.84
19.09. 18:00 ,  0.0,  0.0,  0.0, 22.39, 13.05, 33.17, 15.36, 14.03, 29.86, 27.63, 13.56, 19.20, 12.84
19.09. 18:30 ,  0.0,  0.0,  0.0, 22.36, 13.03, 33.17, 15.36, 14.03, 29.86, 27.61, 13.54, 19.22, 12.84
19.09. 19:00 ,  0.0,  0.0,  0.0, 22.36, 13.00, 33.20, 15.36, 14.03, 29.86, 27.61, 13.54, 19.22, 12.84
19.09. 19:30 ,  0.0,  0.0,  0.0, 22.36, 13.03, 33.20, 15.36, 14.03, 29.83, 27.61, 13.54, 19.22, 12.84
19.09. 20:00 ,  0.0,  0.0,  0.0, 22.36, 13.00, 33.20, 15.34, 14.01, 29.83, 27.61, 13.54, 19.20, 12.84
19.09. 20:30 ,  0.0,  0.0,  0.0, 22.36, 13.00, 33.20, 15.34, 14.03, 29.83, 27.58, 13.52, 19.20, 12.84
19.09. 21:00 ,  0.0,  0.0,  0.0, 22.36, 13.00, 33.20, 15.34, 14.03, 29.81, 27.58, 13.52, 19.20, 12.85
19.09. 21:30 ,  0.0,  0.0,  0.0, 22.34, 13.00, 33.17, 15.34, 14.01, 29.83, 27.55, 13.52, 19.20, 12.84
19.09. 22:00 ,  0.0,  0.0,  0.0, 22.34, 13.03, 33.20, 15.31, 14.03, 29.83, 27.58, 13.52, 19.20, 12.84
19.09. 22:30 ,  0.0,  0.0,  0.0, 22.34, 13.00, 33.17, 15.31, 14.01, 29.83, 27.55, 13.52, 19.18, 12.84
19.09. 23:00 ,  0.0,  0.0,  0.0, 22.34, 13.00, 33.20, 15.31, 14.01, 29.81, 27.55, 13.52, 19.20, 12.84
19.09. 23:30 ,  0.0,  0.0,  0.0, 22.34, 13.00, 33.20, 15.31, 14.01, 29.81, 27.55, 13.52, 19.18, 12.84
20.09. 00:00 ,  0.0,  0.0,  0.0, 22.32, 13.00, 33.20, 15.34, 14.01, 29.81, 27.55, 13.52, 19.18, 12.84
20.09. 00:30 ,  0.0,  0.0,  0.0, 22.32, 12.98, 33.20, 15.31, 14.01, 29.81, 27.53, 13.49, 19.18, 12.84
20.09. 01:00 ,  0.0,  0.0,  0.0, 22.32, 13.00, 33.20, 15.31, 13.99, 29.81, 27.55, 13.52, 19.18, 12.84
20.09. 01:30 ,  0.0,  0.0,  0.0, 22.32, 13.00, 33.20, 15.29, 13.99, 29.81, 27.53, 13.52, 19.18, 12.84
20.09. 02:00 ,  0.0,  0.0,  0.0, 22.30, 12.98, 33.20, 15.29, 14.01, 29.83, 27.53, 13.52, 19.15, 12.84
20.09. 02:30 ,  0.0,  0.0,  0.0, 22.32, 13.00, 33.17, 15.29, 14.01, 29.83, 27.53, 13.49, 19.18, 12.84
20.09. 03:00 ,  0.0,  0.0,  0.0, 22.32, 12.98, 33.17, 15.27, 14.01, 29.81, 27.53, 13.49, 19.15, 12.84
20.09. 03:30 ,  0.0,  0.0,  0.0, 22.32, 12.98, 33.17, 15.29, 14.01, 29.81, 27.50, 13.49, 19.15, 12.84
20.09. 04:00 ,  0.0,  0.0,  0.0, 22.30, 12.98, 33.20, 15.27, 13.99, 29.81, 27.53, 13.47, 19.15, 12.84
20.09. 04:30 ,  0.0,  0.0,  0.0, 22.30, 12.98, 33.20, 15.27, 13.99, 29.81, 27.53, 13.47, 19.15, 12.84
20.09. 05:00 ,  0.0,  0.0,  0.0, 22.30, 13.00, 33.20, 15.27, 13.99, 29.81, 27.50, 13.49, 19.18, 12.84
20.09. 05:30 ,  0.0,  0.0,  0.0, 22.29, 12.98, 33.17, 15.27, 13.99, 29.81, 27.50, 13.49, 19.15, 12.84
20.09. 06:00 ,  0.0,  0.0,  0.0, 22.27, 12.98, 33.17, 15.27, 13.99, 29.78, 27.50, 13.49, 19.15, 12.83
20.09. 06:30 ,  0.0,  0.0,  0.0, 22.27, 12.98, 33.17, 15.27, 13.99, 29.78, 27.50, 13.47, 19.15, 12.83
20.09. 07:00 ,  0.0,  0.0,  0.0, 22.27, 12.98, 33.20, 15.24, 13.96, 29.78, 27.53, 13.47, 19.15, 12.83
20.09. 07:30 ,  0.0,  0.0,  0.0, 22.27, 12.98, 33.17, 15.27, 13.99, 29.81, 27.50, 13.49, 19.15, 12.83
20.09. 08:00 ,  0.0,  0.0,  0.0, 22.27, 12.98, 33.17, 15.24, 13.96, 29.78, 27.50, 13.47, 19.13, 12.83
20.09. 08:30 ,  0.0,  0.0,  0.0, 22.25, 12.98, 33.17, 15.24, 13.96, 29.78, 27.48, 13.49, 19.15, 12.82
20.09. 09:00 ,  0.0,  0.0,  0.0, 22.27, 12.96, 33.17, 15.24, 13.96, 29.78, 27.48, 13.47, 19.13, 12.82
20.09. 09:30 ,  0.0,  0.0,  0.0, 22.25, 12.96, 33.17, 15.24, 13.96, 29.78, 27.48, 13.47, 19.13, 12.83
20.09. 10:00 ,  0.0,  0.0,  0.0, 22.25, 12.96, 33.20, 15.22, 13.96, 29.78, 27.48, 13.47, 19.13, 12.82
20.09. 10:30 ,  0.0,  0.0,  0.0, 22.25, 12.98, 33.17, 15.22, 13.96, 29.78, 27.45, 13.45, 19.13, 12.83
20.09. 11:00 ,  0.0,  0.0,  0.0, 22.25, 12.98, 33.17, 15.22, 13.96, 29.78, 27.45, 13.47, 19.13, 12.82
20.09. 11:30 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.17, 15.22, 13.96, 29.78, 27.45, 13.45, 19.13, 12.83
20.09. 12:00 ,  0.0,  0.0,  0.0, 22.25, 12.96, 33.17, 15.22, 13.94, 29.78, 27.43, 13.45, 19.13, 12.82
20.09. 12:30 ,  0.0,  0.0,  0.0, 22.25, 12.96, 33.17, 15.22, 13.94, 29.78, 27.43, 13.45, 19.13, 12.82
20.09. 13:00 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.17, 15.20, 13.94, 29.78, 27.43, 13.45, 19.13, 12.83
20.09. 13:30 ,  0.0,  0.0,  0.0, 22.23, 12.94, 33.14, 15.20, 13.94, 29.78, 27.43, 13.45, 19.13, 12.82
20.09. 14:00 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.17, 15.20, 13.94, 29.78, 27.40, 13.45, 19.13, 12.83
20.09. 14:30 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.17, 15.20, 13.94, 29.76, 27.40, 13.45, 19.11, 12.84
20.09. 15:00 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.14, 15.17, 13.94, 29.76, 27.38, 13.45, 19.11, 12.84
20.09. 15:30 ,  0.0,  0.0,  0.0, 22.20, 12.96, 33.14, 15.20, 13.92, 29.76, 27.38, 13.43, 19.11, 12.83
20.09. 16:00 ,  0.0,  0.0,  0.0, 22.23, 12.96, 33.14, 15.17, 13.94, 29.76, 27.38, 13.43, 19.11, 12.84
20.09. 16:30 ,  0.0,  0.0,  0.0, 22.18, 12.94, 33.14, 15.17, 13.94, 29.73, 27.38, 13.41, 19.11, 12.84
20.09. 17:00 ,  0.0,  0.0,  0.0, 22.20, 12.94, 33.14, 15.17, 13.92, 29.76, 27.35, 13.41, 19.08, 12.84
20.09. 17:30 ,  0.0,  0.0,  0.0, 22.20, 12.94, 33.14, 15.15, 13.92, 29.76, 27.32, 13.43, 19.11, 12.84
20.09. 18:00 ,  0.0,  0.0,  0.0, 22.20, 12.94, 33.14, 15.15, 13.92, 29.76, 27.32, 13.41, 19.11, 12.84
20.09. 18:30 ,  0.0,  0.0,  0.0, 22.20, 12.94, 33.14, 15.13, 13.92, 29.78, 27.32, 13.41, 19.08, 12.84
20.09. 19:00 ,  0.0,  0.0,  0.0, 22.18, 12.94, 33.14, 15.15, 13.92, 29.73, 27.30, 13.39, 19.08, 12.84
20.09. 19:30 ,  0.0,  0.0,  0.0, 22.18, 12.94, 33.14, 15.13, 13.92, 29.76, 27.32, 13.39, 19.08, 12.84
20.09. 20:00 ,  0.0,  0.0,  0.0, 22.18, 12.94, 33.14, 15.13, 13.90, 29.76, 27.30, 13.39, 19.08, 12.84
20.09. 20:30 ,  0.0,  0.0,  0.0, 22.18, 12.94, 33.17, 15.13, 13.92, 29.73, 27.30, 13.39, 19.06, 12.84
20.09. 21:00 ,  0.0,  0.0,  0.0, 22.16, 12.94, 33.11, 15.10, 13.90, 29.73, 27.30, 13.39, 19.06, 12.83
20.09. 21:30 ,  0.0,  0.0,  0.0, 22.16, 12.92, 33.14, 15.13, 13.90, 29.73, 27.27, 13.39, 19.08, 12.84
20.09. 22:00 ,  0.0,  0.0,  0.0, 22.16, 12.94, 33.14, 15.13, 13.92, 29.73, 27.25, 13.39, 19.08, 12.83
20.09. 22:30 ,  0.0,  0.0,  0.0, 22.16, 12.94, 33.11, 15.10, 13.90, 29.73, 27.27, 13.39, 19.06, 12.84
20.09. 23:00 ,  0.0,  0.0,  0.0, 22.16, 12.94, 33.14, 15.10, 13.92, 29.73, 27.25, 13.39, 19.06, 12.83
20.09. 23:30 ,  0.0,  0.0,  0.0, 22.13, 12.94, 33.14, 15.08, 13.90, 29.73, 27.25, 13.37, 19.06, 12.84
21.09. 00:00 ,  0.0,  0.0,  0.0, 22.13, 12.92, 33.14, 15.08, 13.92, 29.71, 27.25, 13.37, 19.06, 12.84
21.09. 00:30 ,  0.0,  0.0,  0.0, 22.13, 12.92, 33.11, 15.10, 13.90, 29.70, 27.25, 13.37, 19.06, 12.83
21.09. 01:00 ,  0.0,  0.0,  0.0, 22.13, 12.92, 33.14, 15.08, 13.90, 29.71, 27.22, 13.37, 19.04, 12.84
21.09. 01:30 ,  0.0,  0.0,  0.0, 22.13, 12.94, 33.11, 15.08, 13.90, 29.73, 27.25, 13.37, 19.04, 12.84
21.09. 02:00 ,  0.0,  0.0,  0.0, 22.13, 12.92, 33.11, 15.08, 13.90, 29.70, 27.22, 13.35, 19.06, 12.83
21.09. 02:30 ,  0.0,  0.0,  0.0, 22.13, 12.92, 33.11, 15.06, 13.90, 29.73, 27.25, 13.37, 19.04, 12.83
21.09. 03:00 ,  0.0,  0.0,  0.0, 22.11, 12.92, 33.14, 15.06, 13.90, 29.70, 27.22, 13.37, 19.04, 12.83
21.09. 03:30 ,  0.0,  0.0,  0.0, 22.11, 12.92, 33.11, 15.06, 13.88, 29.73, 27.22, 13.37, 19.04, 12.82
21.09. 04:00 ,  0.0,  0.0,  0.0, 22.11, 12.92, 33.11, 15.06, 13.88, 29.73, 27.22, 13.37, 19.04, 12.83
21.09. 04:30 ,  0.0,  0.0,  0.0, 22.11, 12.92, 33.11, 15.06, 13.88, 29.70, 27.20, 13.37, 19.04, 12.83
21.09. 05:00 ,  0.0,  0.0,  0.0, 22.11, 12.92, 33.11, 15.06, 13.88, 29.71, 27.20, 13.35, 19.04, 12.82
21.09. 05:30 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.09, 15.06, 13.88, 29.70, 27.20, 13.37, 19.04, 12.82
21.09. 06:00 ,  0.0,  0.0,  0.0, 22.11, 12.90, 33.11, 15.06, 13.88, 29.70, 27.22, 13.35, 19.04, 12.82
21.09. 06:30 ,  0.0,  0.0,  0.0, 22.11, 12.90, 33.11, 15.03, 13.88, 29.73, 27.20, 13.37, 19.04, 12.82
21.09. 07:00 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.11, 15.03, 13.88, 29.70, 27.22, 13.37, 19.01, 12.82
21.09. 07:30 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.11, 15.03, 13.88, 29.71, 27.20, 13.35, 19.01, 12.82
21.09. 08:00 ,  0.0,  0.0,  0.0, 22.09, 12.92, 33.11, 15.03, 13.86, 29.70, 27.20, 13.35, 19.01, 12.82
21.09. 08:30 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.11, 15.03, 13.86, 29.68, 27.20, 13.35, 19.01, 12.82
21.09. 09:00 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.11, 15.03, 13.86, 29.68, 27.20, 13.35, 19.01, 12.82
21.09. 09:30 ,  0.0,  0.0,  0.0, 22.09, 12.90, 33.11, 15.03, 13.86, 29.68, 27.20, 13.35, 19.01, 12.82
21.09. 10:00 ,  0.0,  0.0,  0.0, 22.06, 12.90, 33.14, 15.03, 13.86, 29.68, 27.17, 13.35, 18.99, 12.82
21.09. 10:30 ,  0.0,  0.0,  0.0, 22.06, 12.88, 33.09, 15.01, 13.86, 29.68, 27.20, 13.35, 19.01, 12.82
21.09. 11:00 ,  0.0,  0.0,  0.0, 22.06, 12.88, 33.09, 15.01, 13.84, 29.68, 27.17, 13.32, 18.99, 12.82
21.09. 11:30 ,  0.0,  0.0,  0.0, 22.06, 12.90, 33.11, 15.01, 13.86, 29.70, 27.17, 13.32, 18.99, 12.81
21.09. 12:00 ,  0.0,  0.0,  0.0, 22.06, 12.88, 33.09, 15.01, 13.86, 29.65, 27.17, 13.32, 18.99, 12.81
21.09. 12:30 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.09, 15.01, 13.84, 29.68, 27.15, 13.32, 18.99, 12.82
21.09. 13:00 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.11, 14.99, 13.86, 29.65, 27.17, 13.35, 18.99, 12.81
21.09. 13:30 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.11, 14.99, 13.84, 29.65, 27.15, 13.32, 18.99, 12.82
21.09. 14:00 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.09, 14.99, 13.84, 29.65, 27.15, 13.32, 18.99, 12.83
21.09. 14:30 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.09, 14.99, 13.84, 29.68, 27.12, 13.32, 18.99, 12.82
21.09. 15:00 ,  0.0,  0.0,  0.0, 22.04, 12.88, 33.09, 14.97, 13.84, 29.65, 27.12, 13.32, 18.99, 12.82
21.09. 15:30 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.06, 14.97, 13.86, 29.65, 27.12, 13.30, 18.99, 12.82
21.09. 16:00 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.09, 14.97, 13.84, 29.68, 27.09, 13.32, 18.97, 12.82
21.09. 16:30 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.09, 14.97, 13.84, 29.68, 27.09, 13.30, 18.97, 12.83
21.09. 17:00 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.09, 14.97, 13.84, 29.68, 27.09, 13.28, 18.97, 12.82
21.09. 17:30 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.09, 14.97, 13.84, 29.65, 27.09, 13.28, 18.97, 12.82
21.09. 18:00 ,  0.0,  0.0,  0.0, 22.02, 12.88, 33.09, 14.95, 13.84, 29.65, 27.09, 13.28, 18.97, 12.82
21.09. 18:30 ,  0.0,  0.0,  0.0, 21.99, 12.88, 33.09, 14.97, 13.84, 29.65, 27.07, 13.28, 18.97, 12.82
21.09. 19:00 ,  0.0,  0.0,  0.0, 21.99, 12.88, 33.09, 14.97, 13.81, 29.65, 27.04, 13.28, 18.99, 12.82
21.09. 19:30 ,  0.0,  0.0,  0.0, 21.99, 12.85, 33.09, 14.95, 13.81, 29.65, 27.07, 13.30, 18.97, 12.82
21.09. 20:00 ,  0.0,  0.0,  0.0, 21.99, 12.85, 33.09, 14.95, 13.81, 29.65, 27.04, 13.28, 18.97, 12.82
21.09. 20:30 ,  0.0,  0.0,  0.0, 21.99, 12.88, 33.06, 14.92, 13.81, 29.65, 27.04, 13.26, 18.94, 12.82
21.09. 21:00 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.09, 14.95, 13.81, 29.65, 27.04, 13.26, 18.97, 12.82
21.09. 21:30 ,  0.0,  0.0,  0.0, 21.99, 12.85, 33.06, 14.92, 13.81, 29.63, 27.02, 13.26, 18.94, 12.82
21.09. 22:00 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.09, 14.92, 13.81, 29.63, 27.04, 13.28, 18.97, 12.82
21.09. 22:30 ,  0.0,  0.0,  0.0, 21.97, 12.88, 33.09, 14.92, 13.79, 29.63, 27.02, 13.26, 18.94, 12.82
21.09. 23:00 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.06, 14.92, 13.81, 29.63, 27.04, 13.26, 18.94, 12.82
21.09. 23:30 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.06, 14.90, 13.81, 29.63, 27.02, 13.26, 18.94, 12.82
22.09. 00:00 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.09, 14.90, 13.81, 29.63, 27.02, 13.26, 18.94, 12.82
22.09. 00:30 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.06, 14.90, 13.81, 29.63, 26.99, 13.26, 18.94, 12.82
22.09. 01:00 ,  0.0,  0.0,  0.0, 21.97, 12.85, 33.09, 14.90, 13.79, 29.60, 27.02, 13.24, 18.94, 12.83
22.09. 01:30 ,  0.0,  0.0,  0.0, 21.95, 12.85, 33.06, 14.90, 13.79, 29.63, 27.02, 13.24, 18.94, 12.82
22.09. 02:00 ,  0.0,  0.0,  0.0, 21.95, 12.85, 33.09, 14.90, 13.79, 29.60, 26.99, 13.24, 18.94, 12.83
22.09. 02:30 ,  0.0,  0.0,  0.0, 21.95, 12.85, 33.09, 14.90, 13.81, 29.60, 27.02, 13.24, 18.92, 12.82
22.09. 03:00 ,  0.0,  0.0,  0.0, 21.95, 12.85, 33.06, 14.90, 13.79, 29.60, 26.99, 13.26, 18.92, 12.82
22.09. 03:30 ,  0.0,  0.0,  0.0, 21.92, 12.85, 33.09, 14.90, 13.79, 29.60, 26.99, 13.26, 18.92, 12.82
22.09. 04:00 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.88, 13.79, 29.60, 27.02, 13.24, 18.92, 12.82
22.09. 04:30 ,  0.0,  0.0,  0.0, 21.92, 12.85, 33.06, 14.88, 13.79, 29.60, 26.99, 13.26, 18.92, 12.82
22.09. 05:00 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.88, 13.79, 29.60, 26.99, 13.24, 18.92, 12.82
22.09. 05:30 ,  0.0,  0.0,  0.0, 21.92, 12.85, 33.06, 14.88, 13.79, 29.63, 26.99, 13.24, 18.92, 12.81
22.09. 06:00 ,  0.0,  0.0,  0.0, 21.92, 12.85, 33.06, 14.88, 13.79, 29.60, 26.99, 13.22, 18.90, 12.82
22.09. 06:30 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.88, 13.79, 29.60, 26.99, 13.24, 18.92, 12.82
22.09. 07:00 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.09, 14.86, 13.77, 29.60, 26.97, 13.24, 18.92, 12.81
22.09. 07:30 ,  0.0,  0.0,  0.0, 21.92, 12.81, 33.06, 14.88, 13.77, 29.58, 26.97, 13.24, 18.90, 12.81
22.09. 08:00 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.86, 13.79, 29.60, 26.99, 13.24, 18.90, 12.81
22.09. 08:30 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.88, 13.79, 29.60, 26.99, 13.24, 18.90, 12.81
22.09. 09:00 ,  0.0,  0.0,  0.0, 21.92, 12.83, 33.06, 14.86, 13.77, 29.60, 26.94, 13.22, 18.90, 12.81
